title.x;issn.x;issn2.x;is_ajol;is_crossref;is_dimensions;is_scopus;is_wos;is_ulrich;language1;language2;language3;language
journal of arts and social sciences;2343-6891;NA;0;0;0;0;0;1;English;NA;NA;English
journal of contemporary integrative ideas;2343-6565;NA;0;0;0;0;0;1;English;NA;NA;English
journal of engineering and technology;2026-674X;NA;0;1;1;0;0;1;English;NA;NA;English
algerie equipement online;2716-7801;NA;0;0;0;0;0;1;French;NA;NA;French
regional journal of information and knowledge management;2412-6535;NA;0;0;0;0;0;1;English;NA;NA;English
old testament essays;1010-9919;2312-3621;0;1;1;1;0;1;NA;NA;NA;NA
international invention journal of agricultural and soil science;2408-7254;NA;0;0;0;0;0;1;English;NA;NA;English
international invention journal of arts and social sciences;2408-7238;NA;0;0;0;0;0;1;English;NA;NA;English
international invention journal of biochemistry and bioinformatics;2408-722X;NA;0;0;0;0;0;1;English;NA;NA;English
international invention journal of medicine and medical sciences;2408-7246;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of environmental science and technology research;2408-7262;NA;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of chest diseases;2408-7386;NA;0;0;0;0;0;1;English;NA;NA;English
pencil publication of physical sciences and engineering;2408-7491;NA;0;0;0;0;0;1;English;NA;NA;English
pencil publication of social sciences;2408-7564;NA;0;0;0;0;0;1;English;NA;NA;English
bayero journal of african entrepreneurship studies;2384-6194;NA;0;0;0;0;0;1;NA;NA;NA;NA
contemporary journal of interdisciplinary studies;2408-5944;2408-5952;0;0;0;0;0;1;NA;NA;NA;NA
onderstepoort journal of veterinary research;2219-0635;NA;0;0;1;1;1;1;English;English;NA;English
marine ornithology;1018-3337;2074-1235;0;0;0;0;1;0;NA;English;NA;English
potchefstroom electronic law journal;1727-3781;NA;1;1;1;1;0;1;Dutch;NA;NA;Dutch
potchefstroom electronic law journal;1727-3781;NA;1;1;1;1;0;1;NA;NA;NA;NA
potchefstroom electronic law journal;1727-3781;NA;1;1;1;1;0;1;Afrikaans;NA;NA;Afrikaans
potchefstroom electronic law journal;1727-3781;NA;1;1;1;1;0;1;English;NA;NA;English
quaestiones mathematicae;1727-933X;1607-3606;1;1;1;0;1;1;English;English;NA;English
moroccan journal of chemistry;2351-812X;2351-812X;0;0;0;0;1;0;NA;English;NA;English
muzikijournal of music research in africa;1812-5980;1753-593X;0;1;1;0;1;0;NA;English;NA;English
regional maritime university journal;2026-6324;NA;1;0;0;0;0;0;NA;NA;English;English
new contree;NA;2959-510X;0;0;0;0;1;1;Afrikaans;English;NA;Multi-Language
new contree;NA;2959-510X;0;0;0;0;1;1;English;English;NA;English
parkinsons disease;2090-8083;2042-0080;0;1;1;1;0;0;NA;NA;English;English
per linguam;0259-2312;2224-0012;0;1;1;1;1;1;Afrikaans;Multi-Language;NA;Multi-Language
per linguam;0259-2312;2224-0012;0;1;1;1;1;1;NA;Multi-Language;NA;Multi-Language
per linguam;0259-2312;2224-0012;0;1;1;1;1;1;English;Multi-Language;NA;Multi-Language
perspectives in education;2519-593X;0258-2236;0;1;1;1;1;1;NA;English;NA;English
research in hospitality management;2224-3534;2415-5152;1;1;1;0;0;1;English;NA;NA;English
pachyderm;1026-2881;1683-5018;0;0;0;0;1;1;English;English;NA;English
pharos journal of theology;2414-3324;NA;0;1;1;1;0;1;English;NA;NA;English
parasitologists united journal;1687-7942;2090-2646;0;1;1;0;1;0;English;English;NA;English
revista angolana de ciências;NA;NA;1;0;1;0;0;0;NA;NA;NA;NA
prostate cancer;2090-312X;2090-3111;0;1;1;1;0;0;NA;NA;English;English
philosophical papers;0556-8641;1996-8523;0;1;1;0;1;0;NA;English;NA;English
phronimon;1561-4018;2413-3086;0;1;1;0;1;1;Afrikaans;Multi-Language;NA;Multi-Language
phronimon;1561-4018;2413-3086;0;1;1;0;1;1;NA;Multi-Language;NA;Multi-Language
phronimon;1561-4018;2413-3086;0;1;1;0;1;1;Greek;Multi-Language;NA;Multi-Language
phronimon;1561-4018;2413-3086;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
politikon;0258-9346;1470-1014;0;1;1;0;1;0;NA;English;NA;English
psyche journal of entomology;1687-7438;0033-2615;0;0;0;1;0;0;NA;NA;English;English
revue africaine de chirurgie et spécialités;1997-3756;NA;1;1;1;0;0;0;NA;NA;English;English
revue africaine de chirurgie et spécialités;1997-3756;NA;1;1;1;0;0;0;NA;NA;NA;NA
revue africaine de chirurgie et spécialités;1997-3756;NA;1;1;1;0;0;0;NA;NA;French;French
reading and writing;2079-8245;2308-1422;0;1;1;0;1;1;English;English;NA;English
retail and marketing review;1817-4428;1817-4428;0;0;0;0;1;0;NA;English;NA;English
revue marocaine de recherche en management et marketing;2028-5175;2458-665X;1;0;0;0;0;1;French;NA;NA;French
pythagoras;1012-2346;2223-7895;0;1;1;1;1;1;English;English;NA;English
rehabilitation research and practice;2090-2867;2090-2875;0;1;1;1;0;0;NA;NA;English;English
international journal of environmental science and sustainable development;2357-0849;2357-0857;0;1;1;0;0;1;English;NA;NA;English
rwanda journal;2305-2678;2305-5944;1;1;1;0;0;0;NA;NA;NA;NA
egypte monde arabe;2090-7273;1110-5097;0;0;0;0;0;1;French;NA;NA;French
egypte monde arabe;2090-7273;1110-5097;0;0;0;0;0;1;English;NA;NA;English
university of cairo faculty of medicine medical journal;NA;0045-3803;0;0;0;0;0;1;English;NA;NA;English
panafrican journal of business management;1821-9993;1821-9985;0;0;0;0;0;1;English;NA;NA;English
rwanda journal  of agricultural sciences;2707-7209;NA;1;0;0;0;0;0;NA;NA;English;English
tengeru community development journal;1821-9853;NA;0;0;0;0;0;1;English;NA;NA;English
southern african journal for policy and development;2411-5479;NA;0;0;0;0;0;1;NA;NA;NA;NA
international journal of management accounting sciences;2409-9333;NA;0;0;0;0;0;1;NA;NA;NA;NA
ethiopian journal of laboratory medicine;2411-054X;NA;0;0;0;0;0;1;English;NA;NA;English
the east and central africa medical journal;2078-5909;NA;0;1;1;0;0;1;English;NA;NA;English
international journal of social science and information technology;2412-0294;NA;0;0;0;0;0;1;English;NA;NA;English
fundamina;1021-545X;2411-7870;0;1;1;0;0;1;English;NA;NA;English
journal of leadership and management studies;2313-1055;NA;0;0;0;0;0;1;English;NA;NA;English
rwanda journal of engineering science technology and environment;2617-2321;2617-233X;1;1;1;0;0;1;English;NA;NA;English
arab journal of nephrology and transplantation;1858-554X;NA;0;1;1;0;0;1;English;NA;NA;English
rwanda journal of medicine and health sciences;2616-9819;2616-9827;1;1;1;0;0;0;English;NA;English;English
international journal of ethnomedicine and pharmacognosy;2437-1262;2437-1254;0;1;1;0;0;1;English;NA;NA;English
journal of public administration and personnel management;2437-2048;NA;0;0;0;0;0;1;English;NA;NA;English
journal of energy in southern africa online;2413-3051;NA;0;0;0;0;0;1;English;NA;NA;English
sa pharmaceutical journal incorporating pharmacy management;2221-5875;2220-1017;0;0;0;0;1;1;Afrikaans;Multi-Language;NA;Multi-Language
sa pharmaceutical journal incorporating pharmacy management;2221-5875;2220-1017;0;0;0;0;1;1;NA;Multi-Language;NA;Multi-Language
sa pharmaceutical journal incorporating pharmacy management;2221-5875;2220-1017;0;0;0;0;1;1;English;Multi-Language;NA;Multi-Language
strathmore law journal;2411-5975;2413-7162;0;1;1;0;0;1;English;NA;NA;English
journal of innovation and research in health sciences and biotechnology;2413-7669;NA;0;0;0;0;0;1;French;NA;NA;French
journal of innovation and research in health sciences and biotechnology;2413-7669;NA;0;0;0;0;0;1;NA;NA;NA;NA
journal of innovation and research in health sciences and biotechnology;2413-7669;NA;0;0;0;0;0;1;English;NA;NA;English
die maatskaplikewerknavorserpraktisyn;1011-2324;NA;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
die maatskaplikewerknavorserpraktisyn;1011-2324;NA;0;0;0;0;0;1;NA;NA;NA;NA
die maatskaplikewerknavorserpraktisyn;1011-2324;NA;0;0;0;0;0;1;English;NA;NA;English
the social work practitionerresearcher online;2415-5829;NA;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
the social work practitionerresearcher online;2415-5829;NA;0;0;0;0;0;1;NA;NA;NA;NA
the social work practitionerresearcher online;2415-5829;NA;0;0;0;0;0;1;English;NA;NA;English
harare journal of health marketing and management;2409-5842;NA;0;0;0;0;0;1;NA;NA;NA;NA
algerian journal of natural products;2353-0391;NA;0;0;0;0;0;1;English;NA;NA;English
journal of geography education for southern africa;2517-9861;NA;0;1;0;0;0;1;English;NA;NA;English
africa journal of technical and vocational education and training;2413-984X;2518-2722;0;0;0;0;0;1;English;NA;NA;English
journal for the renewal of religion and theology;1834-3627;NA;0;0;0;0;0;1;English;NA;NA;English
rwanda journal of social sciences humanities and business;2708-7603;NA;1;1;1;0;0;0;NA;NA;English;English
rwanda journal of social sciences humanities and bussines;2708-7603;NA;1;1;1;0;0;0;NA;NA;NA;NA
rwanda journal of social sciences humanities and business;2708-7603;NA;1;1;1;0;0;0;NA;NA;Other languages;Multi-Language
nawa;1993-3835;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of computing and information and communication technology research;1818-1139;1996-1065;0;0;0;0;0;1;English;NA;NA;English
research journal in advanced humanities;2708-5945;2708-5953;0;0;0;1;0;0;NA;NA;English;English
scientific research and essays;1992-2248;NA;0;1;1;0;1;0;English;English;NA;English
egerton journal;1021-1128;NA;0;0;0;0;0;1;English;NA;NA;English
malawi law journal;1996-7675;NA;0;0;0;0;0;1;English;NA;NA;English
global media journal african edition;2073-2740;NA;0;1;1;0;0;1;English;NA;NA;English
global media journal arabian edition;NA;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
rwanda medical journal;2079-097X;2410-8626;1;0;1;1;0;1;French;NA;NA;French
rwanda medical journal;2079-097X;2410-8626;1;0;1;1;0;1;NA;NA;NA;NA
rwanda medical journal;2079-097X;2410-8626;1;0;1;1;0;1;English;NA;NA;English
journal of nigerian society of physical sciences;2714-4704;2714-2817;0;0;0;0;0;1;English;NA;NA;English
rwandan journal of education;2227-9148;2312-9239;1;0;0;0;0;1;NA;NA;NA;NA
african journal of intermultidisciplinary studies;2663-4589;2663-4597;0;0;0;0;0;1;English;NA;NA;English
almagallat alafriqiyat lilulum alsiyasiyat;2661-7323;2661-7617;0;0;1;0;0;1;French;NA;NA;French
almagallat alafriqiyat lilulum alsiyasiyat;2661-7323;2661-7617;0;0;1;0;0;1;NA;NA;NA;NA
almagallat alafriqiyat lilulum alsiyasiyat;2661-7323;2661-7617;0;0;1;0;0;1;Arabic;NA;NA;Arabic
almagallat alafriqiyat lilulum alsiyasiyat;2661-7323;2661-7617;0;0;1;0;0;1;English;NA;NA;English
revue tunisienne detudes hispaniques;2286-5977;NA;0;0;0;1;0;1;Spanish;NA;NA;Spanish
revue tunisienne detudes hispaniques;2286-5977;NA;0;0;0;1;0;1;NA;NA;NA;NA
revue tunisienne detudes hispaniques;2286-5977;NA;0;0;0;1;0;1;French;NA;NA;French
revue tunisienne detudes hispaniques;2286-5977;NA;0;0;0;1;0;1;English;NA;NA;English
south valley university international journal of agricultural sciences;2636-3801;2636-381X;0;1;1;0;0;1;English;NA;NA;English
afaq lilulum;2507-7228;2602-5345;0;0;0;0;0;1;French;NA;NA;French
afaq lilulum;2507-7228;2602-5345;0;0;0;0;0;1;NA;NA;NA;NA
afaq lilulum;2507-7228;2602-5345;0;0;0;0;0;1;Arabic;NA;NA;Arabic
afaq lilulum;2507-7228;2602-5345;0;0;0;0;0;1;English;NA;NA;English
african and mediterranean journal of architecture and urbanism;2665-7953;NA;0;0;0;0;0;1;French;NA;NA;French
african and mediterranean journal of architecture and urbanism;2665-7953;NA;0;0;0;0;0;1;NA;NA;NA;NA
african and mediterranean journal of architecture and urbanism;2665-7953;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
african and mediterranean journal of architecture and urbanism;2665-7953;NA;0;0;0;0;0;1;English;NA;NA;English
revista angolana de ciencias;2664-259X;NA;0;1;0;0;0;1;Portuguese;NA;NA;Portuguese
research in oncology;2357-0687;2357-0695;0;1;1;0;0;1;English;NA;NA;English
theologia viatorum;0378-4142;2664-2980;0;1;1;0;0;1;English;NA;NA;English
pan african medical journal one health;2707-2800;NA;0;0;1;0;0;1;French;NA;NA;French
pan african medical journal one health;2707-2800;NA;0;0;1;0;0;1;NA;NA;NA;NA
pan african medical journal one health;2707-2800;NA;0;0;1;0;0;1;English;NA;NA;English
revue africaine de management;2335-9811;NA;0;0;0;0;0;1;French;NA;NA;French
revue africaine de management;2335-9811;NA;0;0;0;0;0;1;NA;NA;NA;NA
revue africaine de management;2335-9811;NA;0;0;0;0;0;1;English;NA;NA;English
panafrican journal of governance and development;2707-1308;2707-1316;0;1;1;0;0;1;English;NA;NA;English
societe marocaine dophtalmologie journal;2550-3987;2658-851X;0;0;0;0;0;1;French;NA;NA;French
sa crime quarterly;1991-3877;2413-3108;1;1;1;0;1;1;English;English;NA;English
revue marocaine de lentrepreneuriat de linnovation et du management;2509-0429;NA;0;0;0;0;0;1;French;NA;NA;French
revue marocaine de lentrepreneuriat de linnovation et du management;2509-0429;NA;0;0;0;0;0;1;NA;NA;NA;NA
revue marocaine de lentrepreneuriat de linnovation et du management;2509-0429;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
revue marocaine de lentrepreneuriat de linnovation et du management;2509-0429;NA;0;0;0;0;0;1;English;NA;NA;English
journal deconomie de management de environnement et de droit;2605-6461;NA;0;0;0;0;0;1;French;NA;NA;French
journal deconomie de management de environnement et de droit;2605-6461;NA;0;0;0;0;0;1;NA;NA;NA;NA
journal deconomie de management de environnement et de droit;2605-6461;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
journal deconomie de management de environnement et de droit;2605-6461;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of medical arts;2636-4174;2682-3780;0;1;1;0;0;1;English;NA;NA;English
journal of computing research and innovation;2600-8793;NA;0;1;1;0;0;1;English;NA;NA;English
revue des langues cultures et societes;2550-651X;NA;0;0;0;0;0;1;French;NA;NA;French
covenant journal of business and social sciences;2006-0300;2384-5708;0;0;1;0;0;1;NA;NA;NA;NA
the accountant;1010-4135;NA;0;0;0;0;0;1;English;NA;NA;English
scriptura;0254-1807;2305-445X;0;1;1;0;1;1;NA;Multi-Language;NA;Multi-Language
scrutiny2;1753-5409;NA;0;1;1;0;1;1;English;NA;NA;English
social dynamicsa journal of african studies;0253-3952;1940-7874;0;1;1;0;1;0;NA;English;NA;English
journal for juridical science;0258-252X;2415-0517;0;1;1;0;0;1;Afrikaans;NA;NA;Afrikaans
journal for juridical science;0258-252X;2415-0517;0;1;1;0;0;1;NA;NA;NA;NA
journal for juridical science;0258-252X;2415-0517;0;1;1;0;0;1;English;NA;NA;English
african journal of genetics;0795-6762;NA;0;0;0;0;0;1;English;NA;NA;English
grace and truth;2304-0084;NA;0;0;0;0;0;1;English;NA;NA;English
social dynamicsa journal of the centre for african studies university of c;0253-3952;1940-7874;0;1;1;0;1;0;NA;English;NA;English
kronos;0259-0190;2309-9585;0;1;1;0;0;1;Afrikaans;NA;NA;Afrikaans
kronos;0259-0190;2309-9585;0;1;1;0;0;1;NA;NA;NA;NA
kronos;0259-0190;2309-9585;0;1;1;0;0;1;English;NA;NA;English
social dynamicsa journal of the centre for african studies university of cape town;0253-3952;1940-7874;0;1;1;0;1;0;NA;English;NA;English
south african journal of labour relations;0379-8410;2520-3223;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
south african journal of labour relations;0379-8410;2520-3223;0;0;0;0;0;1;NA;NA;NA;NA
south african journal of labour relations;0379-8410;2520-3223;0;0;0;0;0;1;English;NA;NA;English
sahara-j: journal of social aspects of hiv/aids;1813-4424;NA;1;1;1;0;1;0;NA;NA;NA;NA
clean air journal;1017-1703;2410-972X;0;1;1;0;0;1;Afrikaans;NA;NA;Afrikaans
clean air journal;1017-1703;2410-972X;0;1;1;0;0;1;NA;NA;NA;NA
clean air journal;1017-1703;2410-972X;0;1;1;0;0;1;English;NA;NA;English
samj south african medical journal;2078-5135;0256-9574;1;0;0;1;1;1;English;English;NA;English
sapientiae revista de ciências sociais humanas e enghenerias;NA;NA;1;0;0;0;0;0;NA;NA;English;English
sapientiae revista de ciências sociais humanas e enghenerias;NA;NA;1;0;0;0;0;0;NA;NA;Portuguese;Portuguese
sapientiae revista de ciências sociais humanas e enghenerias;NA;NA;1;0;0;0;0;0;NA;NA;Spanish;Spanish
sa journal of human resource management;1683-7584;2071-078X;0;1;1;1;1;1;Multiple languages;English;NA;Multi-Language
savannah journal of medical research and practice;2276-6839;NA;1;1;1;0;0;0;NA;NA;English;English
south african archaeological bulletin;2224-4654;0038-1969;0;0;0;0;1;1;English;English;NA;English
science et technique sciences de la santé;1011-6028;NA;1;0;0;0;0;0;NA;NA;French;French
africa media review;0258-4913;NA;0;0;1;0;0;1;French;NA;NA;French
africa media review;0258-4913;NA;0;0;1;0;0;1;NA;NA;NA;NA
africa media review;0258-4913;NA;0;0;1;0;0;1;English;NA;NA;English
science world journal;1597-6343;NA;1;1;1;0;0;1;English;NA;NA;English
science technology and arts research journal;2305-3372;NA;1;1;1;0;0;0;NA;NA;English;English
scientia africana;1118-1931;NA;1;1;1;0;0;0;NA;NA;English;English
south african geographical journal;0373-6245;2151-2418;0;1;1;0;1;0;NA;English;NA;English
south african historical journal;1726-1686;0258-2473;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
south african journal of accounting research;1029-1954;2376-3981;0;1;1;0;1;0;NA;English;NA;English
the journal of medical laboratory science technology of south africa;2664-2549;2664-2832;0;1;1;0;0;1;English;NA;NA;English
nomina africana;1012-0254;NA;0;0;1;0;0;1;Afrikaans;NA;NA;Afrikaans
nomina africana;1012-0254;NA;0;0;1;0;0;1;NA;NA;NA;NA
nomina africana;1012-0254;NA;0;0;1;0;0;1;English;NA;NA;English
zariya veterinarian;0794-5086;NA;0;0;0;0;0;1;English;NA;NA;English
journal of engineering sciences;1687-0530;2356-8550;0;1;1;0;0;1;English;NA;NA;English
revista medica de mocambique;0254-5705;NA;0;0;1;0;0;1;Portuguese;NA;NA;Portuguese
journal of applied veterinary sciences;1687-4072;2090-3308;0;1;1;0;0;1;English;NA;NA;English
sohag engineering journal;2735-5888;2735-5896;0;1;1;0;0;1;English;NA;NA;English
international journal of accounting finance auditing management and economics;2658-8455;NA;0;0;0;0;0;1;French;NA;NA;French
international journal of accounting finance auditing management and economics;2658-8455;NA;0;0;0;0;0;1;NA;NA;NA;NA
international journal of accounting finance auditing management and economics;2658-8455;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of information science and technology;2550-5114;NA;0;0;0;0;0;1;English;NA;NA;English
novel research in microbiology;2537-0286;2537-0294;0;1;1;0;0;1;English;NA;NA;English
akofena;2708-0633;2706-6312;0;0;0;0;0;1;French;NA;NA;French
akofena;2708-0633;2706-6312;0;0;0;0;0;1;NA;NA;NA;NA
akofena;2708-0633;2706-6312;0;0;0;0;0;1;English;NA;NA;English
langues et cultures;2716-8212;2716-8093;0;0;0;0;0;1;French;NA;NA;French
svu international journal of medical sciences;2636-3402;2735-427X;0;0;0;0;0;1;English;NA;NA;English
misriqiya;2682-4116;2682-4124;0;1;1;0;0;1;French;NA;NA;French
misriqiya;2682-4116;2682-4124;0;1;1;0;0;1;NA;NA;NA;NA
misriqiya;2682-4116;2682-4124;0;1;1;0;0;1;German;NA;NA;German
misriqiya;2682-4116;2682-4124;0;1;1;0;0;1;Arabic;NA;NA;Arabic
misriqiya;2682-4116;2682-4124;0;1;1;0;0;1;English;NA;NA;English
teacher education through flexible learning in africa;2788-6298;NA;0;1;1;0;0;1;English;NA;NA;English
reperes et perspectives economiques;2509-0399;NA;0;0;0;0;0;1;French;NA;NA;French
reperes et perspectives economiques;2509-0399;NA;0;0;0;0;0;1;NA;NA;NA;NA
reperes et perspectives economiques;2509-0399;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
reperes et perspectives economiques;2509-0399;NA;0;0;0;0;0;1;English;NA;NA;English
magallat alulum albahtat waaltatbiqiyyat;2708-8251;2521-9200;0;1;1;0;0;1;Arabic;NA;NA;Arabic
magallat alulum albahtat waaltatbiqiyyat;2708-8251;2521-9200;0;1;1;0;0;1;NA;NA;NA;NA
magallat alulum albahtat waaltatbiqiyyat;2708-8251;2521-9200;0;1;1;0;0;1;English;NA;NA;English
advanced dental journal;2636-302X;2636-3038;0;1;1;0;0;1;English;NA;NA;English
international journal of childhood and womens studies;2682-4361;2682-437X;0;1;1;0;0;1;English;NA;NA;English
students journal of health research africa;2709-9997;NA;0;0;0;0;0;1;NA;NA;NA;NA
scientia militaria;2309-9682;2224-0020;1;1;1;0;0;1;English;NA;NA;English
scopus;0250-4162;2313-1799;1;0;0;1;0;1;English;NA;NA;English
shakespeare in southern africa;1011-582X;2071-7504;1;1;1;0;0;1;English;NA;NA;English
ziglobitha;2708-390X;2709-2836;0;0;0;0;0;1;French;NA;NA;French
ejournal of humanities art and social sciences;2720-7722;NA;0;1;1;0;0;1;English;NA;NA;English
journal of mothertongue biblical hermeneutics and theology;2676-2838;NA;0;1;1;0;0;1;English;NA;NA;English
egyptian orthodontic journal;1110-435X;2812-5258;0;1;1;0;0;1;English;NA;NA;English
msa engineering journal;2812-4928;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of telecommunications;2805-3044;NA;0;0;0;0;0;1;English;NA;NA;English
egyptian journal of animal production;2735-3028;0302-4520;0;1;1;0;0;1;English;NA;NA;English
menoufia nursing journal;2735-3974;2735-3982;0;1;1;0;0;1;English;NA;NA;English
magallat albasair aliqtisadiyat;2437-0932;2600-6391;0;0;1;0;0;1;French;NA;NA;French
magallat albasair aliqtisadiyat;2437-0932;2600-6391;0;0;1;0;0;1;NA;NA;NA;NA
magallat albasair aliqtisadiyat;2437-0932;2600-6391;0;0;1;0;0;1;Arabic;NA;NA;Arabic
magallat albasair aliqtisadiyat;2437-0932;2600-6391;0;0;1;0;0;1;English;NA;NA;English
journal of oasis agriculture and sustainable development;2724-699X;2724-7007;0;0;0;0;0;1;French;NA;NA;French
journal of oasis agriculture and sustainable development;2724-699X;2724-7007;0;0;0;0;0;1;NA;NA;NA;NA
journal of oasis agriculture and sustainable development;2724-699X;2724-7007;0;0;0;0;0;1;Arabic;NA;NA;Arabic
journal of oasis agriculture and sustainable development;2724-699X;2724-7007;0;0;0;0;0;1;English;NA;NA;English
recherches et applications en finance islamique;2509-0224;NA;0;0;0;0;0;1;French;NA;NA;French
recherches et applications en finance islamique;2509-0224;NA;0;0;0;0;0;1;NA;NA;NA;NA
recherches et applications en finance islamique;2509-0224;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
recherches et applications en finance islamique;2509-0224;NA;0;0;0;0;0;1;English;NA;NA;English
algerian journal of renewable energy and sustainable development;2710-849X;NA;0;1;1;0;0;1;English;NA;NA;English
journal of preventive and rehabilitative medicine;2415-038X;NA;0;1;1;0;0;1;English;NA;NA;English
lst clinical journal;2467-4664;NA;0;0;0;0;0;1;English;NA;NA;English
lst review journal;2467-4672;NA;0;0;0;0;0;1;English;NA;NA;English
annals of social and behavioural sciences;2415-0851;NA;0;0;0;0;0;1;NA;NA;NA;NA
sa journal of industrial psychology;0258-5200;2071-0763;0;1;1;1;1;1;English;English;NA;English
journal of tourism hospitality and sports;2312-5187;2312-5179;0;0;0;0;0;1;English;NA;NA;English
malawi journal of agriculture natural resources and development studies;2412-2505;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of rural development;2415-2838;NA;0;0;0;0;0;1;English;NA;NA;English
university of ghana law journal;0041-9605;NA;0;0;1;0;0;1;English;NA;NA;English
sierra leone journal of biomedical research;2219-3170;2076-6270;1;1;1;0;0;0;NA;NA;English;English
asemka;0855-000X;NA;0;0;0;0;0;1;French;NA;NA;French
asemka;0855-000X;NA;0;0;0;0;0;1;NA;NA;NA;NA
asemka;0855-000X;NA;0;0;0;0;0;1;English;NA;NA;English
schizophrenia research and treatment;2090-2093;2090-2085;0;1;1;1;0;0;NA;NA;English;English
egyptian journal of horticulture;1110-0206;2357-0903;0;1;1;0;0;1;English;NA;NA;English
egyptian journal of dairy science;0378-2700;2090-2492;0;0;0;0;0;1;English;NA;NA;English
south african journal of botany;0254-6299;1727-9321;0;1;1;0;1;0;NA;Multi-Language;NA;Multi-Language
african vision and eye health;2413-3183;2410-1516;0;1;1;0;0;1;English;NA;NA;English
science and technology of nuclear installations;1687-6075;1687-6083;0;1;1;1;0;0;NA;NA;English;English
journal for contemporary history;0258-2422;2415-0509;0;1;1;0;0;1;English;NA;NA;English
scientific programming;1058-9244;1875-919X;0;1;1;1;0;0;NA;NA;English;English
assiut veterinary medical journal;1012-5973;2314-5226;0;1;1;0;0;1;NA;NA;NA;NA
sinet;0379-2897;2520-7997;1;1;1;0;0;1;English;NA;NA;English
ecquid novi african journalism studies;1942-0773;NA;0;0;1;0;0;1;German;NA;NA;German
ecquid novi african journalism studies;1942-0773;NA;0;0;1;0;0;1;NA;NA;NA;NA
ecquid novi african journalism studies;1942-0773;NA;0;0;1;0;0;1;Dutch;NA;NA;Dutch
ecquid novi african journalism studies;1942-0773;NA;0;0;1;0;0;1;Afrikaans;NA;NA;Afrikaans
sokoto journal of medical laboratory science;2536-7153;NA;1;1;1;0;0;0;English;NA;NA;English
south african journal of childhood education;2223-7674;2223-7682;0;1;1;0;1;1;English;English;NA;English
musicus;0256-8837;NA;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
musicus;0256-8837;NA;0;0;0;0;0;1;NA;NA;NA;NA
musicus;0256-8837;NA;0;0;0;0;0;1;English;NA;NA;English
south african yearbook of international law;0379-8895;2521-2583;0;1;1;0;0;1;English;NA;NA;English
south african journal of communication disorders;2225-4765;0379-8046;0;1;1;0;1;1;NA;English;NA;English
south african journal of cultural history;1011-3053;1011-3053;0;1;1;0;1;0;NA;English;NA;English
sokoto journal of veterinary sciences;1595-093X;2315-6201;1;1;1;0;0;0;English;NA;English;English
south african actuarial journal;1680-2179;NA;1;1;1;0;1;0;English;English;NA;English
african livestock research;1013-7750;NA;0;0;0;0;0;1;French;NA;NA;French
african livestock research;1013-7750;NA;0;0;0;0;0;1;NA;NA;NA;NA
african livestock research;1013-7750;NA;0;0;0;0;0;1;English;NA;NA;English
south african family practice;2078-6204;2078-6190;1;1;1;0;1;1;English;English;NA;English
swara;1018-6174;NA;0;0;0;0;0;1;English;NA;NA;English
scientific world journal the;1537-744X;2356-6140;0;0;0;1;0;0;NA;NA;NA;NA
south african gastroenterology review;1812-1659;NA;1;1;1;0;0;0;English;NA;NA;English
south african journal of economic and management sciences;2222-3436;1015-8812;0;1;1;0;1;1;English;English;NA;English
egyptian journal of desert research;1687-8043;NA;0;1;1;0;0;1;English;NA;NA;English
scientifica;NA;2090-908X;0;1;1;1;0;0;NA;NA;NA;NA
nigeria society of physiotherapy journal;0331-3735;NA;0;0;1;0;0;1;English;NA;NA;English
pula;0256-2316;NA;0;0;1;0;0;1;English;NA;NA;English
south african journal of economics;0038-2280;1813-6982;0;1;1;0;1;0;NA;Multi-Language;NA;Multi-Language
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;English;English
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;NA;NA
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Afrikaans;Afrikaans
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Zulu;Zulu
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Venda;Venda
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Swati;Swati
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Tswana;TswaNA
